f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.674822	
0.0585938	0.768316	
0.117188	0.862103	
0.175781	0.902153	
0.234375	0.898036	
0.292969	0.870273	
0.351563	0.830213	
0.410157	0.782901	
0.46875	0.739369	
0.527344	0.717653	
0.585938	0.725756	
0.644532	0.748471	
0.703126	0.752723	
0.76172	0.698519	
0.820313	0.545861	
0.878907	0.2814	
0.937501	-0.0241195	
0.996095	-0.211655	
1.05469	-0.0935066	
1.11328	0.482265	
1.17188	1.3459	
1.23047	1.65395	
1.28906	0.927388	
1.34766	1.96991	
1.40625	8.01296	
1.46485	19.3915	
