f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-1.0848	
0.0585938	-1.0818	
0.117188	-0.994836	
0.175781	-0.901928	
0.234375	-0.838893	
0.292969	-0.816579	
0.351563	-0.834896	
0.410157	-0.875755	
0.46875	-0.900786	
0.527344	-0.87143	
0.585938	-0.779281	
0.644532	-0.653011	
0.703126	-0.534393	
0.76172	-0.448663	
0.820313	-0.391774	
0.878907	-0.331223	
0.937501	-0.218471	
0.996095	-0.0336256	
1.05469	0.157176	
1.11328	0.0438893	
1.17188	-1.14889	
1.23047	-4.3252	
1.28906	-8.78102	
1.34766	-10.8618	
1.40625	-6.84621	
1.46485	1.59354	
