f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.353649	
0.0585938	0.779045	
0.117188	0.961974	
0.175781	1.00109	
0.234375	0.987363	
0.292969	0.947757	
0.351563	0.896427	
0.410157	0.844855	
0.46875	0.807677	
0.527344	0.800147	
0.585938	0.825342	
0.644532	0.86498	
0.703126	0.882947	
0.76172	0.835272	
0.820313	0.680091	
0.878907	0.401528	
0.937501	0.0571547	
0.996095	-0.210114	
1.05469	-0.208545	
1.11328	0.232285	
1.17188	0.992889	
1.23047	1.54576	
1.28906	1.38648	
1.34766	2.0205	
1.40625	11.631	
1.46485	28.3746	
