f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.999862	
0.0585938	0.928602	
0.117188	0.955591	
0.175781	0.979823	
0.234375	0.975074	
0.292969	0.953499	
0.351563	0.922861	
0.410157	0.88545	
0.46875	0.850086	
0.527344	0.83401	
0.585938	0.846229	
0.644532	0.873994	
0.703126	0.887785	
0.76172	0.851721	
0.820313	0.729592	
0.878907	0.51034	
0.937501	0.260774	
0.996095	0.113247	
1.05469	0.179144	
1.11328	0.505941	
1.17188	1.09181	
1.23047	2.0275	
1.28906	3.23244	
1.34766	3.48158	
1.40625	4.08614	
1.46485	5.11875	
