f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-29.3705	
0.0585938	-16.0369	
0.117188	-5.53141	
0.175781	-1.14449	
0.234375	0.244321	
0.292969	0.444978	
0.351563	0.386646	
0.410157	0.338499	
0.46875	0.29755	
0.527344	0.277619	
0.585938	0.320896	
0.644532	0.392758	
0.703126	0.414564	
0.76172	0.370987	
0.820313	0.279258	
0.878907	0.107274	
0.937501	-0.101594	
0.996095	-0.119951	
1.05469	0.0487492	
1.11328	-0.200135	
1.17188	-1.04163	
1.23047	-1.83541	
1.28906	-4.43593	
1.34766	-7.51331	
1.40625	-4.226	
1.46485	-0.149882	
