f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-31.3424	
0.0585938	-17.4347	
0.117188	-6.24051	
0.175781	-1.5167	
0.234375	-0.0225595	
0.292969	0.184373	
0.351563	0.110571	
0.410157	0.0470489	
0.46875	-0.0116332	
0.527344	-0.0520541	
0.585938	-0.0270812	
0.644532	0.0301231	
0.703126	0.0388818	
0.76172	-0.0151247	
0.820313	-0.111977	
0.878907	-0.283735	
0.937501	-0.47988	
0.996095	-0.446808	
1.05469	-0.172518	
1.11328	-0.348013	
1.17188	-1.46881	
1.23047	-3.43764	
1.28906	-8.18619	
1.34766	-15.5303	
1.40625	-23.0763	
1.46485	-29.2056	
