f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.095161	
0.0585938	-0.178695	
0.117188	-0.181858	
0.175781	-0.112983	
0.234375	-0.0655253	
0.292969	-0.0504776	
0.351563	-0.0689424	
0.410157	-0.1112	
0.46875	-0.145737	
0.527344	-0.132131	
0.585938	-0.0557279	
0.644532	0.0556179	
0.703126	0.150182	
0.76172	0.181041	
0.820313	0.123561	
0.878907	-0.00205283	
0.937501	-0.108074	
0.996095	-0.107335	
1.05469	-0.0468799	
1.11328	-0.163454	
1.17188	-0.756864	
1.23047	-1.83059	
1.28906	-2.11417	
1.34766	3.03064	
1.40625	27.1028	
1.46485	26.0914	
