f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.193291	
0.0585938	0.525727	
0.117188	0.866474	
0.175781	0.965277	
0.234375	0.971	
0.292969	0.930973	
0.351563	0.868076	
0.410157	0.797524	
0.46875	0.737845	
0.527344	0.710044	
0.585938	0.721442	
0.644532	0.752143	
0.703126	0.759183	
0.76172	0.695043	
0.820313	0.532754	
0.878907	0.299259	
0.937501	0.0903684	
0.996095	-0.000903957	
1.05469	0.0216718	
1.11328	-0.0238177	
1.17188	-0.601158	
1.23047	-2.10624	
1.28906	-3.5604	
1.34766	-2.66983	
1.40625	-1.32898	
1.46485	-6.13982	
