f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.845476	
0.0585938	2.06658	
0.117188	2.43362	
0.175781	2.37987	
0.234375	2.25898	
0.292969	2.16709	
0.351563	2.12809	
0.410157	2.12992	
0.46875	2.14815	
0.527344	2.16575	
0.585938	2.17783	
0.644532	2.18337	
0.703126	2.17722	
0.76172	2.14536	
0.820313	2.06273	
0.878907	1.91326	
0.937501	1.73551	
0.996095	1.61718	
1.05469	1.63468	
1.11328	1.78536	
1.17188	1.77101	
1.23047	0.876856	
1.28906	-1.0389	
1.34766	-2.38323	
1.40625	-0.0618813	
1.46485	4.44009	
