f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.636917	
0.0585938	1.32721	
0.117188	1.70582	
0.175781	1.83238	
0.234375	1.85797	
0.292969	1.86201	
0.351563	1.8815	
0.410157	1.91608	
0.46875	1.94691	
0.527344	1.95988	
0.585938	1.95383	
0.644532	1.93456	
0.703126	1.9095	
0.76172	1.88503	
0.820313	1.86332	
0.878907	1.84993	
0.937501	1.86381	
0.996095	1.89148	
1.05469	1.81876	
1.11328	1.48849	
1.17188	0.974697	
1.23047	0.640259	
1.28906	0.405247	
1.34766	0.542718	
1.40625	6.10614	
1.46485	18.1727	
