f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.563945	
0.0585938	0.412175	
0.117188	0.87706	
0.175781	1.01761	
0.234375	1.04991	
0.292969	1.05107	
0.351563	1.0585	
0.410157	1.0823	
0.46875	1.11258	
0.527344	1.13383	
0.585938	1.13782	
0.644532	1.12693	
0.703126	1.1103	
0.76172	1.09646	
0.820313	1.08535	
0.878907	1.06894	
0.937501	1.04491	
0.996095	1.02297	
1.05469	1.00938	
1.11328	0.911205	
1.17188	0.44636	
1.23047	-0.52436	
1.28906	-1.22955	
1.34766	-0.730569	
1.40625	2.24228	
1.46485	6.84116	
