f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.93214	
0.0585938	2.00249	
0.117188	2.4069	
0.175781	2.43677	
0.234375	2.37806	
0.292969	2.32649	
0.351563	2.31361	
0.410157	2.32953	
0.46875	2.34654	
0.527344	2.34695	
0.585938	2.33288	
0.644532	2.31279	
0.703126	2.28527	
0.76172	2.23224	
0.820313	2.12291	
0.878907	1.9414	
0.937501	1.72324	
0.996095	1.50565	
1.05469	1.21738	
1.11328	0.668019	
1.17188	-0.264765	
1.23047	-1.29487	
1.28906	-1.10042	
1.34766	1.34426	
1.40625	7.87192	
