f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.379945	
0.0585938	-0.0570805	
0.117188	0.162995	
0.175781	0.274166	
0.234375	0.330117	
0.292969	0.363956	
0.351563	0.394346	
0.410157	0.427362	
0.46875	0.462241	
0.527344	0.496191	
0.585938	0.525307	
0.644532	0.547537	
0.703126	0.569142	
0.76172	0.602531	
0.820313	0.648358	
0.878907	0.677308	
0.937501	0.636344	
0.996095	0.471959	
1.05469	0.117641	
1.11328	-0.592284	
1.17188	-1.91098	
1.23047	-3.72679	
1.28906	-4.01188	
1.34766	0.2764	
1.40625	7.7283	
1.46485	4.18503	
