f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.44062	
0.0585938	2.14522	
0.117188	2.35893	
0.175781	2.30983	
0.234375	2.21583	
0.292969	2.1536	
0.351563	2.13929	
0.410157	2.15264	
0.46875	2.16734	
0.527344	2.17397	
0.585938	2.17717	
0.644532	2.17961	
0.703126	2.17424	
0.76172	2.14014	
0.820313	2.03777	
0.878907	1.83817	
0.937501	1.59594	
0.996095	1.42381	
1.05469	1.31792	
1.11328	1.07315	
1.17188	0.374802	
1.23047	-1.1125	
1.28906	-3.25543	
1.34766	-5.4028	
1.40625	-5.44716	
1.46485	-3.38186	
