f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.738075	
0.0585938	0.364971	
0.117188	0.901283	
0.175781	1.0629	
0.234375	1.09334	
0.292969	1.08429	
0.351563	1.08011	
0.410157	1.09157	
0.46875	1.1069	
0.527344	1.1099	
0.585938	1.09438	
0.644532	1.06587	
0.703126	1.03475	
0.76172	1.00711	
0.820313	0.97759	
0.878907	0.932096	
0.937501	0.863132	
0.996095	0.781782	
1.05469	0.714448	
1.11328	0.646793	
1.17188	0.440975	
1.23047	0.0173162	
1.28906	0.124847	
1.34766	1.64114	
1.40625	10.1726	
