f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.0925829	
0.0585938	0.54292	
0.117188	0.855903	
0.175781	0.989267	
0.234375	1.02819	
0.292969	1.04101	
0.351563	1.06371	
0.410157	1.09823	
0.46875	1.12863	
0.527344	1.14104	
0.585938	1.13196	
0.644532	1.10728	
0.703126	1.0809	
0.76172	1.06702	
0.820313	1.06277	
0.878907	1.04151	
0.937501	0.974402	
0.996095	0.843221	
1.05469	0.620976	
1.11328	0.301637	
1.17188	-0.0457353	
1.23047	-0.651945	
1.28906	-2.42948	
1.34766	-6.7977	
1.40625	-13.921	
