f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.358373	
0.0585938	0.632158	
0.117188	1.12527	
0.175781	1.28319	
0.234375	1.32307	
0.292969	1.3304	
0.351563	1.34589	
0.410157	1.37735	
0.46875	1.41196	
0.527344	1.43431	
0.585938	1.43808	
0.644532	1.42647	
0.703126	1.4083	
0.76172	1.39282	
0.820313	1.38054	
0.878907	1.35335	
0.937501	1.26854	
0.996095	1.05724	
1.05469	0.639451	
1.11328	-0.0515863	
1.17188	-1.00088	
1.23047	-1.96523	
1.28906	-1.6306	
1.34766	1.6301	
1.40625	8.05702	
1.46485	7.66919	
