f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.81085	
0.0585938	2.26585	
0.117188	2.33969	
0.175781	2.23041	
0.234375	2.10745	
0.292969	2.03146	
0.351563	2.01347	
0.410157	2.03372	
0.46875	2.06671	
0.527344	2.09974	
0.585938	2.13077	
0.644532	2.15829	
0.703126	2.17859	
0.76172	2.18174	
0.820313	2.13976	
0.878907	2.02067	
0.937501	1.85084	
0.996095	1.72018	
1.05469	1.68817	
1.11328	1.79024	
1.17188	2.08744	
1.23047	2.18946	
1.28906	0.417724	
1.34766	-3.31598	
1.40625	-9.46691	
