f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.390705	
0.0585938	-0.252417	
0.117188	-0.0642827	
0.175781	0.0619751	
0.234375	0.130917	
0.292969	0.17467	
0.351563	0.211853	
0.410157	0.24568	
0.46875	0.275344	
0.527344	0.302824	
0.585938	0.329124	
0.644532	0.353351	
0.703126	0.381482	
0.76172	0.427898	
0.820313	0.498058	
0.878907	0.572178	
0.937501	0.617894	
0.996095	0.607265	
1.05469	0.482417	
1.11328	0.0961115	
1.17188	-0.740104	
1.23047	-2.15882	
1.28906	-3.40578	
1.34766	-3.68236	
1.40625	-3.28519	
1.46485	-2.31751	
