38.1519	44.8993	52.2262	59.5915	66.7728	74.0892	82.1199	91.3461	102.109	114.443	126.891	135.387	138.497	140.249	143.704	150.166	160.577	175.65	194.955	204.148	188.114	172.419
39.3696	45.9924	53.1732	60.4447	67.5768	74.6737	82.0009	89.8678	98.6662	108.732	119.757	130.165	138.161	143.766	148.299	153.287	159.907	168.182	177.372	186.258	190.564	189.955
40.4773	47.1842	54.4795	61.9086	69.2141	76.4038	83.6256	91.1199	99.2626	108.395	118.332	128.021	136.344	143.236	149.495	156.351	164.488	172.865	180.449	187.695	194.957	203.158		
41.2421	47.9224	55.2045	62.6657	70.0506	77.3292	84.6074	92.1096	100.204	109.186	118.785	127.934	135.662	142.019	147.872	154.712	163.772	174.305	183.944	190.063	189.448	183.461		
40.7668	47.3215	54.6486	62.4918	70.5811	78.5607	86.0977	93.225	100.433	108.23	116.555	124.733	132.441	140.202	148.603	157.808	167.04	174.511	180.487	188.362	201.68	212.818		
39.9879	46.6039	53.9683	61.7768	69.7526	77.6046	85.0943	92.3005	99.7081	107.811	116.46	124.712	132.12	139.702	148.818	160.192	172.916	183.296	189.58	195.997	207.825	227.393		
38.6679	45.1623	52.3746	59.9723	67.7032	75.4035	82.9918	90.5869	98.5947	107.429	116.835	125.55	132.833	139.806	147.889	157.377	166.597	172.516	175.715	179.9	187.632	198.394		
37.0173	43.6089	50.9287	58.5678	66.3099	74.2577	82.6792	91.8156	101.876	112.806	123.232	130.257	133.853	137.467	143.416	152.675	165.703	181.75	197.834	207.97	204.367	191.288		
37.0173	43.6089	50.9287	58.5678	66.3099	74.2577	82.6792	91.8156	101.876	112.806	123.232	130.257	133.853	137.467	143.416	152.675	165.703	181.75	197.834	207.97	204.367	191.288		
35.422	42.6276	50.9228	59.8649	69.2726	79.6068	91.7995	106.516	122.1	129.678	125.273	119.664	117.735	119.888	126.336	138.591	160.748	207.928	224.157	186.475	175.399	173.651		
36.8015	43.3614	50.6434	58.2834	66.1274	74.2855	82.9437	92.2319	102.316	113.238	123.794	130.891	134.051	136.955	142.287	151.204	164.077	179.209	193.47	205.236	208.552	202.859		
38.3138	44.7752	51.9714	59.6207	67.5279	75.5204	83.4132	91.2065	99.2881	108.163	117.665	126.436	133.452	139.793	147.045	155.765	164.696	170.673	173.661	176.989	181.795	186.421		
39.6251	46.0699	53.2981	61.0799	69.2001	77.336	85.1048	92.43	99.7684	107.738	116.392	124.856	132.335	139.411	147.348	156.942	166.875	173.07	176.316	181.464	190.277	202.219		
40.229	46.5811	53.7463	61.5533	69.8045	78.1119	85.9817	93.2872	100.52	108.322	116.736	124.923	132.174	139.008	146.596	155.934	166.476	174.432	178.818	183.973	191.834	200.84		
40.5918	47.0059	54.1786	61.8927	69.9779	78.1763	86.1214	93.6434	101.048	108.829	117.001	124.875	132.026	139.053	146.879	156.123	166.129	173.747	178.038	182.808	190.582	199.482		
39.8744	46.3957	53.6422	61.3457	69.3248	77.3796	85.2336	92.7608	100.253	108.203	116.63	124.778	132.173	139.617	148.256	158.661	169.925	178.843	184.578	190.526	198.58	207.982		
38.5817	45.1182	52.329	59.8723	67.5751	75.3944	83.2802	91.2243	99.4648	108.363	117.725	126.355	133.481	140.065	147.195	154.879	161.841	166.304	170.217	178.461	194.428	216.011		
37.0285	43.6718	50.9748	58.4922	66.0868	74.0106	82.6023	92.0139	102.28	113.242	123.571	130.448	133.84	137.19	142.724	151.236	162.708	175.175	186.99	201.826	217.762	208.735		
35.615	42.8854	51.1674	59.9222	68.9769	78.9383	90.9143	105.711	121.809	129.953	125.517	119.954	118.229	120.486	126.621	137.713	156.837	192.906	261.826	194.735	181.267	183.509		
35.8496	43.2899	51.7502	60.5901	69.5633	79.3352	91.1328	105.797	121.848	130.408	126.351	120.657	118.703	120.949	127.458	139.358	159.693	197.381	261.329	198.406	183.42	182.114		
37.3161	44.0874	51.5205	59.0823	66.5805	74.3175	82.7302	91.9993	102.123	112.992	123.546	131.053	134.959	138.559	144.146	152.31	163.08	175.754	190.097	208.749	219.43	200.463		
38.7592	45.4523	52.8583	60.5145	68.1428	75.7433	83.4166	91.2303	99.3896	108.269	117.797	126.759	134.039	140.501	147.529	155.642	164.504	172.143	177.331	182.717	190.351	197.838		
40.0361	46.622	53.9716	61.7099	69.5495	77.3217	84.914	92.296	99.7008	107.589	116.135	124.717	132.59	140.074	148.049	157.002	166.185	172.565	175.395	178.867	185.984	196.765		
40.674	47.1581	54.4437	62.215	70.202	78.1705	85.9038	93.3195	100.665	108.415	116.724	125.006	132.64	140.013	147.976	156.902	165.794	172.099	176.121	181.676	191.537	207.22		
35.7049	43.1856	51.7392	60.6567	69.5819	79.1577	90.6668	104.924	120.342	128.742	125.53	120.422	118.662	120.785	126.798	137.753	156.586	191.238	275.149	198.993	183.075	181.905		
37.0078	43.8508	51.4189	59.0981	66.5873	74.1821	82.3986	91.4597	101.345	111.948	122.337	130.073	134.584	138.755	144.681	153.02	163.929	175.75	185.162	191.571	194.731	194.631		
