f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.234375	12.0813	
0.292969	11.9497	
0.351563	12.7531	
0.410157	14.4492	
0.46875	16.7519	
0.527344	19.0686	
0.585938	20.8555	
0.644532	22.4062	
0.703126	24.4534	
0.76172	27.289	
0.820313	30.7413	
0.878907	34.3518	
0.937501	37.7569	
0.996095	41.1922	
1.05469	45.269	
