f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	14.1321	
0.109863	17.2112	
0.117188	20.2616	
0.124512	23.1579	
0.131836	25.7929	
0.13916	28.0999	
0.146485	30.0606	
0.153809	31.6941	
0.161133	33.0349	
0.168457	34.1097	
0.175781	34.9239	
0.183106	35.4582	
0.19043	35.6765	
0.197754	35.5421	
0.205078	35.0375	
0.212403	34.181	
0.219727	33.0297	
0.227051	31.6699	
0.234375	30.1991	
0.241699	28.7127	
0.249024	27.2966	
0.256348	26.0244	
0.263672	24.9549	
0.270996	24.1279	
0.278321	23.5613	
0.285645	23.2509	
0.292969	23.1759	
0.300293	23.3062	
0.307617	23.61	
0.314942	24.0589	
0.322266	24.6299	
0.32959	25.3047	
0.336914	26.0683	
0.344239	26.9069	
0.351563	27.8075	
0.358887	28.7567	
0.366211	29.7419	
0.373536	30.7526	
0.38086	31.7833	
0.388184	32.8363	
0.395508	33.9244	
0.402832	35.0699	
0.410157	36.2985	
0.417481	37.6307	
0.424805	39.0711	
0.432129	40.6017	
0.439454	42.1807	
0.446778	43.746	
0.454102	45.2227	
0.461426	46.5292	
0.46875	47.5842	
0.476075	48.3141	
0.483399	48.6645	
0.490723	48.6108	
0.498047	48.1641	
0.505372	47.3654	
0.512696	46.2688	
0.52002	44.9235	
0.527344	43.364	
0.534669	41.6192	
0.541993	39.7429	
0.549317	37.8553	
0.556641	36.1546	
0.563965	34.8499	
0.57129	34.0506	
0.578614	33.7229	
0.585938	33.7506	
0.593262	34.0175	
0.600587	34.4449	
0.607911	34.991	
0.615235	35.6349	
0.622559	36.363	
0.629883	37.1609	
0.637208	38.012	
0.644532	38.9014	
0.651856	39.8199	
0.65918	40.7666	
0.666505	41.7473	
0.673829	42.77	
0.681153	43.8403	
0.688477	44.9575	
0.695801	46.1151	
0.703126	47.3035	
0.71045	48.5145	
0.717774	49.7441	
0.725098	50.9917	
0.732423	52.2542	
0.739747	53.5159	
0.747071	54.739	
0.754395	55.8657	
0.76172	56.8389	
0.769044	57.6305	
0.776368	58.2542	
0.783692	58.7508	
0.791016	59.1641	
0.798341	59.5257	
0.805665	59.8519	
0.812989	60.1482	
0.820313	60.415	
0.827638	60.6526	
0.834962	60.8627	
0.842286	61.0478	
0.84961	61.209	
0.856934	61.3444	
0.864259	61.4501	
0.871583	61.5242	
0.878907	61.5721	
0.886231	61.6105	
0.893556	61.6691	
0.90088	61.7864	
0.908204	62.0027	
0.915528	62.3519	
0.922852	62.8542	
0.930177	63.5138	
0.937501	64.321	
0.944825	65.2582	
0.952149	66.3062	
0.959474	67.4481	
0.966798	68.6692	
0.974122	69.9528	
0.981446	71.2746	
0.988771	72.6018	
0.996095	73.9006	
1.00342	75.1478	
1.01074	76.3393	
1.01807	77.486	
1.02539	78.6037	
1.03272	79.7017	
1.04004	80.7794	
1.04736	81.8286	
1.05469	82.8415	
1.06201	83.8195	
1.06934	84.7826	
1.07666	85.7786	
1.08399	86.8905	
1.09131	88.2149	
1.09863	89.7315	
