f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	19.9241	
0.109863	24.3037	
0.117188	28.4698	
0.124512	32.1871	
0.131836	35.2819	
0.13916	37.6897	
0.146485	39.46	
0.153809	40.7146	
0.161133	41.5895	
0.168457	42.1901	
0.175781	42.5715	
0.183106	42.738	
0.19043	42.6546	
0.197754	42.2648	
0.205078	41.513	
0.212403	40.3662	
0.219727	38.8296	
0.227051	36.9506	
0.234375	34.8132	
0.241699	32.5283	
0.249024	30.2241	
0.256348	28.035	
0.263672	26.087	
0.270996	24.4807	
0.278321	23.2779	
0.285645	22.4975	
0.292969	22.1223	
0.300293	22.1119	
0.307617	22.4166	
0.314942	22.9881	
0.322266	23.7846	
0.32959	24.7718	
0.336914	25.9206	
0.344239	27.2042	
0.351563	28.5944	
0.358887	30.0583	
0.366211	31.5566	
0.373536	33.045	
0.38086	34.4803	
0.388184	35.8315	
0.395508	37.0933	
0.402832	38.2929	
0.410157	39.4865	
0.417481	40.7433	
0.424805	42.1236	
0.432129	43.6614	
0.439454	45.3545	
0.446778	47.1645	
0.454102	49.0213	
0.461426	50.8285	
0.46875	52.4686	
0.476075	53.8108	
0.483399	54.7259	
0.490723	55.1079	
0.498047	54.8946	
0.505372	54.0745	
0.512696	52.6732	
0.52002	50.728	
0.527344	48.2696	
0.534669	45.3339	
0.541993	42.0156	
0.549317	38.542	
0.556641	35.2887	
0.563965	32.6544	
0.57129	30.8583	
0.578614	29.8629	
0.585938	29.4782	
0.593262	29.5057	
0.600587	29.8101	
0.607911	30.321	
0.615235	31.0085	
0.622559	31.8576	
0.629883	32.8513	
0.637208	33.9641	
0.644532	35.1651	
0.651856	36.4252	
0.65918	37.7237	
0.666505	39.05	
0.673829	40.4013	
0.681153	41.7769	
0.688477	43.1754	
0.695801	44.5932	
0.703126	46.028	
0.71045	47.4824	
0.717774	48.9662	
0.725098	50.4941	
0.732423	52.0749	
0.739747	53.695	
0.747071	55.3004	
0.754395	56.793	
0.76172	58.0591	
0.769044	59.0188	
0.776368	59.6584	
0.783692	60.0183	
0.791016	60.1573	
0.798341	60.125	
0.805665	59.9536	
0.812989	59.6651	
0.820313	59.2801	
0.827638	58.8245	
0.834962	58.3291	
0.842286	57.8247	
0.84961	57.3359	
0.856934	56.8788	
0.864259	56.4623	
0.871583	56.0941	
0.878907	55.7855	
0.886231	55.5546	
0.893556	55.4255	
0.90088	55.425	
0.908204	55.5768	
0.915528	55.8961	
0.922852	56.3856	
0.930177	57.0354	
0.937501	57.827	
0.944825	58.7396	
0.952149	59.7565	
0.959474	60.8686	
0.966798	62.0723	
0.974122	63.3623	
0.981446	64.7232	
0.988771	66.1232	
0.996095	67.5175	
1.00342	68.8611	
1.01074	70.1216	
1.01807	71.2844	
1.02539	72.3473	
1.03272	73.3125	
1.04004	74.1828	
1.04736	74.9624	
1.05469	75.6615	
1.06201	76.3009	
1.06934	76.9178	
1.07666	77.5728	
1.08399	78.3596	
1.09131	79.4032	
1.09863	80.7744	
