f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	20.1389	
0.109863	24.5395	
0.117188	28.737	
0.124512	32.4984	
0.131836	35.6509	
0.13916	38.1272	
0.146485	39.9707	
0.153809	41.2949	
0.161133	42.2273	
0.168457	42.8658	
0.175781	43.2592	
0.183106	43.408	
0.19043	43.2763	
0.197754	42.8114	
0.205078	41.9664	
0.212403	40.7207	
0.219727	39.0928	
0.227051	37.1405	
0.234375	34.9533	
0.241699	32.6427	
0.249024	30.334	
0.256348	28.1573	
0.263672	26.2338	
0.270996	24.6599	
0.278321	23.4938	
0.285645	22.7514	
0.292969	22.4133	
0.300293	22.4373	
0.307617	22.7726	
0.314942	23.37	
0.322266	24.1874	
0.32959	25.1904	
0.336914	26.35	
0.344239	27.6396	
0.351563	29.0307	
0.358887	30.4902	
0.366211	31.9794	
0.373536	33.455	
0.38086	34.877	
0.388184	36.2194	
0.395508	37.4823	
0.402832	38.698	
0.410157	39.9245	
0.417481	41.229	
0.424805	42.6661	
0.432129	44.2618	
0.439454	46.0052	
0.446778	47.8505	
0.454102	49.7217	
0.461426	51.5192	
0.46875	53.125	
0.476075	54.4106	
0.483399	55.2534	
0.490723	55.5583	
0.498047	55.2782	
0.505372	54.4189	
0.512696	53.0217	
0.52002	51.135	
0.527344	48.7919	
0.534669	46.0175	
0.541993	42.8786	
0.549317	39.5614	
0.556641	36.4027	
0.563965	33.784	
0.57129	31.937	
0.578614	30.8524	
0.585938	30.3686	
0.593262	30.3066	
0.600587	30.5402	
0.607911	31.0008	
0.615235	31.6562	
0.622559	32.4866	
0.629883	33.4699	
0.637208	34.5762	
0.644532	35.7717	
0.651856	37.026	
0.65918	38.3183	
0.666505	39.6388	
0.673829	40.9853	
0.681153	42.3588	
0.688477	43.7591	
0.695801	45.1854	
0.703126	46.6385	
0.71045	48.125	
0.717774	49.6586	
0.725098	51.2558	
0.732423	52.9236	
0.739747	54.6402	
0.747071	56.3351	
0.754395	57.8896	
0.76172	59.1743	
0.769044	60.1091	
0.776368	60.6963	
0.783692	60.999	
0.791016	61.0938	
0.798341	61.0382	
0.805665	60.8647	
0.812989	60.5892	
0.820313	60.2249	
0.827638	59.791	
0.834962	59.3143	
0.842286	58.8251	
0.84961	58.3503	
0.856934	57.9084	
0.864259	57.5104	
0.871583	57.1637	
0.878907	56.8779	
0.886231	56.6681	
0.893556	56.5556	
0.90088	56.5653	
0.908204	56.7208	
0.915528	57.0386	
0.922852	57.5241	
0.930177	58.171	
0.937501	58.9645	
0.944825	59.8872	
0.952149	60.9247	
0.959474	62.0681	
0.966798	63.3109	
0.974122	64.6417	
0.981446	66.0356	
0.988771	67.4502	
0.996095	68.833	
1.00342	70.1382	
1.01074	71.3414	
1.01807	72.4419	
1.02539	73.4535	
1.03272	74.3924	
1.04004	75.2714	
1.04736	76.1007	
1.05469	76.8939	
1.06201	77.6764	
1.06934	78.4954	
1.07666	79.4334	
1.08399	80.6228	
1.09131	82.2321	
1.09863	84.304	
