f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	19.5666	
0.109863	23.8816	
0.117188	27.9758	
0.124512	31.6098	
0.131836	34.6064	
0.13916	36.9021	
0.146485	38.5548	
0.153809	39.7014	
0.161133	40.4959	
0.168457	41.0619	
0.175781	41.4708	
0.183106	41.7389	
0.19043	41.8348	
0.197754	41.6932	
0.205078	41.2337	
0.212403	40.3861	
0.219727	39.1156	
0.227051	37.439	
0.234375	35.4272	
0.241699	33.1947	
0.249024	30.8834	
0.256348	28.6446	
0.263672	26.619	
0.270996	24.9186	
0.278321	23.6134	
0.285645	22.7285	
0.292969	22.2511	
0.300293	22.144	
0.307617	22.3603	
0.314942	22.8534	
0.322266	23.583	
0.32959	24.5162	
0.336914	25.6257	
0.344239	26.8867	
0.351563	28.2728	
0.358887	29.7524	
0.366211	31.2854	
0.373536	32.8226	
0.38086	34.3115	
0.388184	35.7075	
0.395508	36.9909	
0.402832	38.179	
0.410157	39.3272	
0.417481	40.5139	
0.424805	41.817	
0.432129	43.2913	
0.439454	44.9547	
0.446778	46.7847	
0.454102	48.7209	
0.461426	50.6694	
0.46875	52.5085	
0.476075	54.0969	
0.483399	55.2902	
0.490723	55.9658	
0.498047	56.0492	
0.505372	55.5233	
0.512696	54.414	
0.52002	52.7574	
0.527344	50.571	
0.534669	47.8556	
0.541993	44.6506	
0.549317	41.1284	
0.556641	37.6463	
0.563965	34.6409	
0.57129	32.4061	
0.578614	30.9763	
0.585938	30.207	
0.593262	29.9183	
0.600587	29.976	
0.607911	30.3024	
0.615235	30.8575	
0.622559	31.616	
0.629883	32.5514	
0.637208	33.6302	
0.644532	34.8151	
0.651856	36.0729	
0.65918	37.3804	
0.666505	38.7263	
0.673829	40.1082	
0.681153	41.5277	
0.688477	42.9864	
0.695801	44.4855	
0.703126	46.0289	
0.71045	47.6269	
0.717774	49.2965	
0.725098	51.056	
0.732423	52.9092	
0.739747	54.8211	
0.747071	56.6936	
0.754395	58.3689	
0.76172	59.682	
0.769044	60.5413	
0.776368	60.9681	
0.783692	61.06	
0.791016	60.9255	
0.798341	60.6424	
0.805665	60.2534	
0.812989	59.7795	
0.820313	59.2362	
0.827638	58.6449	
0.834962	58.0338	
0.842286	57.4337	
0.84961	56.8702	
0.856934	56.3594	
0.864259	55.9093	
0.871583	55.5242	
0.878907	55.2108	
0.886231	54.9826	
0.893556	54.8609	
0.90088	54.8725	
0.908204	55.045	
0.915528	55.4002	
0.922852	55.9489	
0.930177	56.6888	
0.937501	57.606	
0.944825	58.6809	
0.952149	59.8937	
0.959474	61.2276	
0.966798	62.6669	
0.974122	64.1905	
0.981446	65.7639	
0.988771	67.3378	
0.996095	68.858	
1.00342	70.2834	
1.01074	71.5988	
1.01807	72.8131	
1.02539	73.9466	
1.03272	75.0177	
1.04004	76.0383	
1.04736	77.0177	
1.05469	77.971	
1.06201	78.9307	
1.06934	79.9574	
1.07666	81.154	
1.08399	82.676	
1.09131	84.6969	
1.09863	87.1806	
