f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	15.2289	
0.109863	18.4077	
0.117188	21.5793	
0.124512	24.6245	
0.131836	27.4369	
0.13916	29.9401	
0.146485	32.095	
0.153809	33.8924	
0.161133	35.3358	
0.168457	36.4245	
0.175781	37.1445	
0.183106	37.4715	
0.19043	37.3843	
0.197754	36.8822	
0.205078	35.9985	
0.212403	34.8012	
0.219727	33.3814	
0.227051	31.8366	
0.234375	30.2569	
0.241699	28.7211	
0.249024	27.2986	
0.256348	26.0501	
0.263672	25.0267	
0.270996	24.2629	
0.278321	23.772	
0.285645	23.5454	
0.292969	23.5571	
0.300293	23.7717	
0.307617	24.153	
0.314942	24.6686	
0.322266	25.2928	
0.32959	26.0053	
0.336914	26.7894	
0.344239	27.6309	
0.351563	28.5161	
0.358887	29.4331	
0.366211	30.3725	
0.373536	31.3305	
0.38086	32.3109	
0.388184	33.3276	
0.395508	34.4039	
0.402832	35.5677	
0.410157	36.8431	
0.417481	38.2403	
0.424805	39.747	
0.432129	41.325	
0.439454	42.9135	
0.446778	44.4377	
0.454102	45.8183	
0.461426	46.9795	
0.46875	47.854	
0.476075	48.388	
0.483399	48.5491	
0.490723	48.3341	
0.498047	47.7719	
0.505372	46.9158	
0.512696	45.8281	
0.52002	44.563	
0.527344	43.1571	
0.534669	41.6353	
0.541993	40.0352	
0.549317	38.4431	
0.556641	37.0102	
0.563965	35.9055	
0.57129	35.2236	
0.578614	34.944	
0.585938	34.9767	
0.593262	35.2299	
0.600587	35.642	
0.607911	36.1798	
0.615235	36.8249	
0.622559	37.5621	
0.629883	38.3735	
0.637208	39.2382	
0.644532	40.1374	
0.651856	41.0587	
0.65918	41.9984	
0.666505	42.9595	
0.673829	43.9473	
0.681153	44.9644	
0.688477	46.0084	
0.695801	47.073	
0.703126	48.151	
0.71045	49.2392	
0.717774	50.3402	
0.725098	51.4612	
0.732423	52.6072	
0.739747	53.7706	
0.747071	54.9215	
0.754395	56.0082	
0.76172	56.9749	
0.769044	57.79	
0.776368	58.4597	
0.783692	59.0164	
0.791016	59.4963	
0.798341	59.9228	
0.805665	60.3026	
0.812989	60.6299	
0.820313	60.8939	
0.827638	61.0866	
0.834962	61.2079	
0.842286	61.2665	
0.84961	61.2755	
0.856934	61.2485	
0.864259	61.196	
0.871583	61.1274	
0.878907	61.054	
0.886231	60.9943	
0.893556	60.975	
0.90088	61.0291	
0.908204	61.1903	
0.915528	61.4859	
0.922852	61.9309	
0.930177	62.5263	
0.937501	63.2616	
0.944825	64.1199	
0.952149	65.0845	
0.959474	66.1414	
0.966798	67.2776	
0.974122	68.4752	
0.981446	69.705	
0.988771	70.9259	
0.996095	72.0948	
1.00342	73.1823	
1.01074	74.1831	
1.01807	75.1123	
1.02539	75.9922	
1.03272	76.8416	
1.04004	77.6712	
1.04736	78.487	
1.05469	79.2986	
1.06201	80.1286	
1.06934	81.0243	
1.07666	82.0711	
1.08399	83.4061	
1.09131	85.1905	
1.09863	87.4015	
