f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	19.6462	
0.109863	23.9621	
0.117188	28.0585	
0.124512	31.6967	
0.131836	34.7008	
0.13916	37.008	
0.146485	38.6748	
0.153809	39.8344	
0.161133	40.636	
0.168457	41.1984	
0.175781	41.5892	
0.183106	41.8221	
0.19043	41.8661	
0.197754	41.6591	
0.205078	41.1277	
0.212403	40.2111	
0.219727	38.8836	
0.227051	37.1687	
0.234375	35.139	
0.241699	32.9067	
0.249024	30.6091	
0.256348	28.3923	
0.263672	26.3931	
0.270996	24.7209	
0.278321	23.4439	
0.285645	22.5861	
0.292969	22.1339	
0.300293	22.0498	
0.307617	22.2861	
0.314942	22.7961	
0.322266	23.5395	
0.32959	24.4834	
0.336914	25.6007	
0.344239	26.8666	
0.351563	28.2548	
0.358887	29.7332	
0.366211	31.2619	
0.373536	32.7923	
0.38086	34.2728	
0.388184	35.6608	
0.395508	36.9382	
0.402832	38.1234	
0.410157	39.271	
0.417481	40.4569	
0.424805	41.7558	
0.432129	43.2186	
0.439454	44.8602	
0.446778	46.656	
0.454102	48.5451	
0.461426	50.4348	
0.46875	52.2059	
0.476075	53.7212	
0.483399	54.8406	
0.490723	55.4456	
0.498047	55.4629	
0.505372	54.8737	
0.512696	53.6998	
0.52002	51.9741	
0.527344	49.715	
0.534669	46.9331	
0.541993	43.6855	
0.549317	40.1651	
0.556641	36.7394	
0.563965	33.8367	
0.57129	31.7293	
0.578614	30.4288	
0.585938	29.7758	
0.593262	29.5838	
0.600587	29.7178	
0.607911	30.1019	
0.615235	30.6991	
0.622559	31.487	
0.629883	32.4416	
0.637208	33.5318	
0.644532	34.722	
0.651856	35.9802	
0.65918	37.2841	
0.666505	38.6232	
0.673829	39.9955	
0.681153	41.4024	
0.688477	42.8445	
0.695801	44.3216	
0.703126	45.8349	
0.71045	47.3915	
0.717774	49.0051	
0.725098	50.6919	
0.732423	52.4565	
0.739747	54.2701	
0.747071	56.0489	
0.754395	57.6547	
0.76172	58.94	
0.769044	59.8179	
0.776368	60.298	
0.783692	60.4592	
0.791016	60.3935	
0.798341	60.1698	
0.805665	59.8281	
0.812989	59.3908	
0.820313	58.8764	
0.827638	58.3089	
0.834962	57.7181	
0.842286	57.1348	
0.84961	56.5836	
0.856934	56.0801	
0.864259	55.6315	
0.871583	55.2424	
0.878907	54.9206	
0.886231	54.6806	
0.893556	54.545	
0.90088	54.5407	
0.908204	54.6949	
0.915528	55.028	
0.922852	55.5492	
0.930177	56.2548	
0.937501	57.1305	
0.944825	58.1572	
0.952149	59.3173	
0.959474	60.597	
0.966798	61.9845	
0.974122	63.4627	
0.981446	65.0006	
0.988771	66.5507	
0.996095	68.0575	
1.00342	69.4746	
1.01074	70.78	
1.01807	71.977	
1.02539	73.0832	
1.03272	74.1176	
1.04004	75.0943	
1.04736	76.0233	
1.05469	76.9182	
1.06201	77.805	
1.06934	78.7336	
1.07666	79.7912	
1.08399	81.1147	
1.09131	82.8674	
1.09863	85.0514	
