f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	13.8914	
0.109863	16.9443	
0.117188	19.9596	
0.124512	22.8113	
0.131836	25.3929	
0.13916	27.641	
0.146485	29.5434	
0.153809	31.1274	
0.161133	32.4364	
0.168457	33.5053	
0.175781	34.3456	
0.183106	34.941	
0.19043	35.2531	
0.197754	35.2355	
0.205078	34.8547	
0.212403	34.1102	
0.219727	33.0446	
0.227051	31.7375	
0.234375	30.2889	
0.241699	28.8015	
0.249024	27.3695	
0.256348	26.0729	
0.263672	24.9743	
0.270996	24.1152	
0.278321	23.5137	
0.285645	23.166	
0.292969	23.0515	
0.300293	23.1409	
0.307617	23.4036	
0.314942	23.8126	
0.322266	24.3465	
0.32959	24.9888	
0.336914	25.7264	
0.344239	26.5475	
0.351563	27.4407	
0.358887	28.3938	
0.366211	29.3945	
0.373536	30.431	
0.38086	31.4948	
0.388184	32.5839	
0.395508	33.7066	
0.402832	34.8816	
0.410157	36.1346	
0.417481	37.4883	
0.424805	38.953	
0.432129	40.517	
0.439454	42.1447	
0.446778	43.7785	
0.454102	45.3442	
0.461426	46.7579	
0.46875	47.9326	
0.476075	48.7868	
0.483399	49.2567	
0.490723	49.3099	
0.498047	48.9526	
0.505372	48.2241	
0.512696	47.1797	
0.52002	45.8698	
0.527344	44.328	
0.534669	42.5787	
0.541993	40.6685	
0.549317	38.7117	
0.556641	36.9077	
0.563965	35.4765	
0.57129	34.5434	
0.578614	34.0879	
0.585938	34.0011	
0.593262	34.1688	
0.600587	34.5115	
0.607911	34.9861	
0.615235	35.5711	
0.622559	36.2525	
0.629883	37.0158	
0.637208	37.8445	
0.644532	38.7226	
0.651856	39.6395	
0.65918	40.5929	
0.666505	41.5871	
0.673829	42.6298	
0.681153	43.7265	
0.688477	44.8774	
0.695801	46.077	
0.703126	47.317	
0.71045	48.5903	
0.717774	49.894	
0.725098	51.2279	
0.732423	52.5875	
0.739747	53.9526	
0.747071	55.2757	
0.754395	56.485	
0.76172	57.5092	
0.769044	58.3125	
0.776368	58.9104	
0.783692	59.3519	
0.791016	59.6901	
0.798341	59.9634	
0.805665	60.1922	
0.812989	60.3846	
0.820313	60.5439	
0.827638	60.6737	
0.834962	60.7803	
0.842286	60.8714	
0.84961	60.9521	
0.856934	61.0227	
0.864259	61.0792	
0.871583	61.1169	
0.878907	61.1365	
0.886231	61.1496	
0.893556	61.1804	
0.90088	61.2639	
0.908204	61.4393	
0.915528	61.7416	
0.922852	62.1947	
0.930177	62.8078	
0.937501	63.577	
0.944825	64.4903	
0.952149	65.5337	
0.959474	66.6945	
0.966798	67.9605	
0.974122	69.3141	
0.981446	70.7251	
0.988771	72.149	
0.996095	73.535	
1.00342	74.8426	
1.01074	76.0545	
1.01807	77.1764	
1.02539	78.2253	
1.03272	79.2172	
1.04004	80.1614	
1.04736	81.0628	
1.05469	81.9287	
1.06201	82.7778	
1.06934	83.6484	
1.07666	84.6075	
1.08399	85.757	
1.09131	87.2094	
1.09863	88.9399	
