f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.234375	56.5793	
0.292969	58.9037	
0.351563	61.6571	
0.410157	66.7652	
0.46875	75.8335	
0.527344	90.1585	
0.585938	106.266	
0.644532	108.748	
0.703126	109.044	
0.76172	116.616	
0.820313	135.67	
0.878907	142.12	
0.937501	119.029	
0.996095	109.286	
1.05469	105.909	
