f (THz) - Reference	Amplitude - Reference	f (THz) - Signal	Amplitude - Signal	f (THz) - Drude	Amplitude - Drude	
0.117188	0.0759585	0.117188	0.00768777	0.117188	0.0575118	
0.175781	0.114718	0.175781	0.0101668	0.175781	0.0869141	
0.234375	0.150059	0.234375	0.0112853	0.234375	0.11379	
0.292969	0.175334	0.292969	0.0107363	0.292969	0.133095	
0.351563	0.186723	0.351563	0.00892464	0.351563	0.14194	
0.410157	0.183833	0.410157	0.00650852	0.410157	0.139955	
0.46875	0.17001	0.46875	0.00412205	0.46875	0.129668	
0.527344	0.15125	0.527344	0.00223929	0.527344	0.115589	
0.585938	0.132893	0.585938	0.00107317	0.585938	0.101781	
0.644532	0.116342	0.644532	0.000548712	0.644532	0.0893209	
0.703126	0.099784	0.703126	0.00037245	0.703126	0.0768009	
0.76172	0.0820853	0.76172	0.000288387	0.76172	0.0633545	
0.820313	0.0645495	0.820313	0.000219704	0.820313	0.049963	
0.878907	0.0492359	0.878907	0.000157892	0.878907	0.0382253	
0.937501	0.0368669	0.937501	0.00010685	0.937501	0.0287131	
0.996095	0.0267646	0.996095	6.85126E-5	0.996095	0.0209126	
1.05469	0.0182864	1.05469	4.13665E-5	1.05469	0.0143369	
1.11328	0.0116052	1.11328	2.40261E-5	1.11328	0.00913009	
