f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	35.0368	
0.109863	37.1427	
0.117188	39.4759	
0.124512	42.0369	
0.131836	44.7648	
0.13916	47.5337	
0.146485	50.1613	
0.153809	52.438	
0.161133	54.1821	
0.168457	55.3095	
0.175781	55.8702	
0.183106	56.0193	
0.19043	55.9444	
0.197754	55.8055	
0.205078	55.7097	
0.212403	55.7117	
0.219727	55.8259	
0.227051	56.0386	
0.234375	56.32	
0.241699	56.6339	
0.249024	56.9486	
0.256348	57.2464	
0.263672	57.5286	
0.270996	57.8117	
0.278321	58.1161	
0.285645	58.4548	
0.292969	58.8284	
0.300293	59.2266	
0.307617	59.6335	
0.314942	60.0336	
0.322266	60.4173	
0.32959	60.7844	
0.336914	61.1464	
0.344239	61.5256	
0.351563	61.9524	
0.358887	62.4611	
0.366211	63.0847	
0.373536	63.8501	
0.38086	64.7748	
0.388184	65.8645	
0.395508	67.1119	
0.402832	68.4966	
0.410157	69.9869	
0.417481	71.5451	
0.424805	73.1363	
0.432129	74.7359	
0.439454	76.3335	
0.446778	77.9299	
0.454102	79.5296	
0.461426	81.1317	
0.46875	82.7225	
0.476075	84.2697	
0.483399	85.7228	
0.490723	87.0205	
0.498047	88.108	
0.505372	88.9561	
0.512696	89.5742	
0.52002	90.0105	
0.527344	90.3432	
0.534669	90.6667	
0.541993	91.0745	
0.549317	91.6253	
0.556641	92.2901	
0.563965	92.9157	
0.57129	93.2886	
0.578614	93.2855	
0.585938	92.9423	
0.593262	92.384	
0.600587	91.735	
0.607911	91.0853	
0.615235	90.4947	
0.622559	90.0051	
0.629883	89.6483	
0.637208	89.4496	
0.644532	89.4292	
0.651856	89.6042	
0.65918	89.9901	
0.666505	90.5992	
0.673829	91.4358	
0.681153	92.4895	
0.688477	93.7298	
0.695801	95.1072	
0.703126	96.562	
0.71045	98.0396	
0.717774	99.5061	
0.725098	100.956	
0.732423	102.407	
0.739747	103.882	
0.747071	105.378	
0.754395	106.845	
0.76172	108.196	
0.769044	109.363	
0.776368	110.36	
0.783692	111.272	
0.791016	112.203	
0.798341	113.212	
0.805665	114.295	
0.812989	115.389	
0.820313	116.409	
0.827638	117.3	
0.834962	118.089	
0.842286	118.89	
0.84961	119.859	
0.856934	121.153	
0.864259	122.902	
0.871583	125.221	
0.878907	128.181	
0.886231	131.618	
0.893556	134.443	
0.90088	134.285	
0.908204	130.695	
0.915528	126.167	
0.922852	122.358	
0.930177	119.688	
0.937501	118.149	
0.944825	117.644	
0.952149	118.067	
0.959474	119.326	
0.966798	121.336	
0.974122	123.984	
0.981446	127.07	
0.988771	130.242	
0.996095	133.05	
1.00342	135.259	
1.01074	137.139	
1.01807	139.342	
1.02539	142.621	
1.03272	147.725	
1.04004	154.489	
1.04736	155.292	
1.05469	146.139	
1.06201	137.323	
1.06934	130.714	
1.07666	125.911	
1.08399	122.683	
1.09131	121.157	
1.09863	121.854	
