f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	35.4343	
0.109863	37.5104	
0.117188	39.8217	
0.124512	42.3731	
0.131836	45.1082	
0.13916	47.9047	
0.146485	50.5839	
0.153809	52.9375	
0.161133	54.7799	
0.168457	56.0167	
0.175781	56.6853	
0.183106	56.9316	
0.19043	56.9401	
0.197754	56.8716	
0.205078	56.8349	
0.212403	56.8861	
0.219727	57.0404	
0.227051	57.2852	
0.234375	57.5911	
0.241699	57.9219	
0.249024	58.2444	
0.256348	58.5381	
0.263672	58.8024	
0.270996	59.0545	
0.278321	59.3182	
0.285645	59.6124	
0.292969	59.943	
0.300293	60.3035	
0.307617	60.6792	
0.314942	61.0539	
0.322266	61.416	
0.32959	61.7638	
0.336914	62.1076	
0.344239	62.4701	
0.351563	62.8828	
0.358887	63.3811	
0.366211	63.9987	
0.373536	64.7623	
0.38086	65.6881	
0.388184	66.7799	
0.395508	68.028	
0.402832	69.4098	
0.410157	70.8918	
0.417481	72.436	
0.424805	74.0075	
0.432129	75.5829	
0.439454	77.1534	
0.446778	78.7205	
0.454102	80.2883	
0.461426	81.8534	
0.46875	83.3981	
0.476075	84.8856	
0.483399	86.2619	
0.490723	87.4661	
0.498047	88.4471	
0.505372	89.1803	
0.512696	89.6764	
0.52002	89.9792	
0.527344	90.1591	
0.534669	90.3065	
0.541993	90.5232	
0.549317	90.901	
0.556641	91.4739	
0.563965	92.1645	
0.57129	92.7948	
0.578614	93.1938	
0.585938	93.3013	
0.593262	93.1644	
0.600587	92.8725	
0.607911	92.5096	
0.615235	92.1414	
0.622559	91.8197	
0.629883	91.5871	
0.637208	91.4802	
0.644532	91.5298	
0.651856	91.7622	
0.65918	92.2	
0.666505	92.8599	
0.673829	93.7473	
0.681153	94.8499	
0.688477	96.1338	
0.695801	97.5465	
0.703126	99.0286	
0.71045	100.53	
0.717774	102.024	
0.725098	103.512	
0.732423	105.019	
0.739747	106.576	
0.747071	108.192	
0.754395	109.828	
0.76172	111.391	
0.769044	112.786	
0.776368	113.987	
0.783692	115.06	
0.791016	116.096	
0.798341	117.135	
0.805665	118.13	
0.812989	118.961	
0.820313	119.505	
0.827638	119.72	
0.834962	119.701	
0.842286	119.646	
0.84961	119.797	
0.856934	120.383	
0.864259	121.609	
0.871583	123.644	
0.878907	126.607	
0.886231	130.42	
0.893556	134.267	
0.90088	135.778	
0.908204	133.334	
0.915528	129.057	
0.922852	125.062	
0.930177	121.982	
0.937501	119.87	
0.944825	118.658	
0.952149	118.268	
0.959474	118.634	
0.966798	119.691	
0.974122	121.359	
0.981446	123.499	
0.988771	125.857	
0.996095	128.013	
1.00342	129.487	
1.01074	130.086	
1.01807	130.1	
1.02539	130.044	
1.03272	130.302	
1.04004	131.011	
1.04736	132.037	
1.05469	132.93	
1.06201	132.961	
1.06934	131.561	
1.07666	128.903	
1.08399	125.723	
1.09131	122.796	
1.09863	120.829	
