f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	31.2101	
0.109863	33.5166	
0.117188	35.9974	
0.124512	38.6474	
0.131836	41.406	
0.13916	44.1462	
0.146485	46.6784	
0.153809	48.7801	
0.161133	50.26	
0.168457	51.04	
0.175781	51.195	
0.183106	50.9109	
0.19043	50.4006	
0.197754	49.8392	
0.205078	49.343	
0.212403	48.9736	
0.219727	48.7518	
0.227051	48.6716	
0.234375	48.7114	
0.241699	48.8437	
0.249024	49.0433	
0.256348	49.2946	
0.263672	49.5941	
0.270996	49.9478	
0.278321	50.3627	
0.285645	50.8396	
0.292969	51.3693	
0.300293	51.9347	
0.307617	52.5153	
0.314942	53.0919	
0.322266	53.6513	
0.32959	54.1885	
0.336914	54.7089	
0.344239	55.2275	
0.351563	55.768	
0.358887	56.3586	
0.366211	57.0283	
0.373536	57.802	
0.38086	58.6978	
0.388184	59.725	
0.395508	60.8837	
0.402832	62.1661	
0.410157	63.5574	
0.417481	65.0373	
0.424805	66.582	
0.432129	68.1676	
0.439454	69.7728	
0.446778	71.3807	
0.454102	72.9785	
0.461426	74.5529	
0.46875	76.0842	
0.476075	77.5383	
0.483399	78.8647	
0.490723	80.0009	
0.498047	80.8898	
0.505372	81.5002	
0.512696	81.8412	
0.52002	81.9597	
0.527344	81.9272	
0.534669	81.8212	
0.541993	81.7095	
0.549317	81.6339	
0.556641	81.5941	
0.563965	81.544	
0.57129	81.4208	
0.578614	81.1877	
0.585938	80.8491	
0.593262	80.4371	
0.600587	79.9939	
0.607911	79.5641	
0.615235	79.1908	
0.622559	78.912	
0.629883	78.757	
0.637208	78.7444	
0.644532	78.8831	
0.651856	79.1763	
0.65918	79.6254	
0.666505	80.2322	
0.673829	80.9977	
0.681153	81.9185	
0.688477	82.9828	
0.695801	84.1695	
0.703126	85.45	
0.71045	86.7942	
0.717774	88.1769	
0.725098	89.5813	
0.732423	90.9979	
0.739747	92.4168	
0.747071	93.8165	
0.754395	95.1604	
0.76172	96.4102	
0.769044	97.5526	
0.776368	98.6152	
0.783692	99.6534	
0.791016	100.721	
0.798341	101.847	
0.805665	103.025	
0.812989	104.22	
0.820313	105.385	
0.827638	106.489	
0.834962	107.547	
0.842286	108.619	
0.84961	109.791	
0.856934	111.133	
0.864259	112.648	
0.871583	114.208	
0.878907	115.502	
0.886231	116.084	
0.893556	115.642	
0.90088	114.305	
0.908204	112.549	
0.915528	110.855	
0.922852	109.53	
0.930177	108.72	
0.937501	108.472	
0.944825	108.787	
0.952149	109.655	
0.959474	111.075	
0.966798	113.06	
0.974122	115.608	
0.981446	118.628	
0.988771	121.834	
0.996095	124.705	
1.00342	126.756	
1.01074	128.005	
1.01807	128.936	
1.02539	130.01	
1.03272	131.406	
1.04004	132.999	
1.04736	134.414	
1.05469	135.185	
1.06201	135.078	
1.06934	134.315	
1.07666	133.397	
1.08399	132.82	
1.09131	132.952	
1.09863	133.856	
