f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	33.1084	
0.109863	35.3483	
0.117188	37.7905	
0.124512	40.4431	
0.131836	43.2542	
0.13916	46.1032	
0.146485	48.8043	
0.153809	51.1304	
0.161133	52.8694	
0.168457	53.9089	
0.175781	54.2935	
0.183106	54.1998	
0.19043	53.8492	
0.197754	53.4315	
0.205078	53.0733	
0.212403	52.8404	
0.219727	52.7526	
0.227051	52.8004	
0.234375	52.957	
0.241699	53.1888	
0.249024	53.464	
0.256348	53.7612	
0.263672	54.074	
0.270996	54.4093	
0.278321	54.7788	
0.285645	55.1902	
0.292969	55.6413	
0.300293	56.1207	
0.307617	56.6115	
0.314942	57.0966	
0.322266	57.5638	
0.32959	58.0095	
0.336914	58.4408	
0.344239	58.876	
0.351563	59.3418	
0.358887	59.8696	
0.366211	60.4899	
0.373536	61.228	
0.38086	62.1004	
0.388184	63.1142	
0.395508	64.2666	
0.402832	65.5466	
0.410157	66.9359	
0.417481	68.4108	
0.424805	69.9452	
0.432129	71.5147	
0.439454	73.0991	
0.446778	74.6841	
0.454102	76.2589	
0.461426	77.8111	
0.46875	79.3202	
0.476075	80.7513	
0.483399	82.0536	
0.490723	83.1689	
0.498047	84.0477	
0.505372	84.669	
0.512696	85.0503	
0.52002	85.2448	
0.527344	85.3298	
0.534669	85.3943	
0.541993	85.5268	
0.549317	85.7938	
0.556641	86.2017	
0.563965	86.6626	
0.57129	87.0234	
0.578614	87.1622	
0.585938	87.0554	
0.593262	86.7585	
0.600587	86.3524	
0.607911	85.9117	
0.615235	85.4961	
0.622559	85.1512	
0.629883	84.9103	
0.637208	84.7965	
0.644532	84.8258	
0.651856	85.0113	
0.65918	85.3668	
0.666505	85.9072	
0.673829	86.6452	
0.681153	87.5853	
0.688477	88.719	
0.695801	90.0224	
0.703126	91.46	
0.71045	92.9907	
0.717774	94.5761	
0.725098	96.1852	
0.732423	97.7932	
0.739747	99.3734	
0.747071	100.885	
0.754395	102.272	
0.76172	103.486	
0.769044	104.518	
0.776368	105.412	
0.783692	106.239	
0.791016	107.058	
0.798341	107.892	
0.805665	108.723	
0.812989	109.505	
0.820313	110.193	
0.827638	110.774	
0.834962	111.291	
0.842286	111.836	
0.84961	112.512	
0.856934	113.409	
0.864259	114.599	
0.871583	116.132	
0.878907	118.018	
0.886231	120.119	
0.893556	121.999	
0.90088	122.902	
0.908204	122.328	
0.915528	120.662	
0.922852	118.727	
0.930177	117.099	
0.937501	116.021	
0.944825	115.565	
0.952149	115.748	
0.959474	116.572	
0.966798	117.999	
0.974122	119.88	
0.981446	121.872	
0.988771	123.518	
0.996095	124.617	
1.00342	125.487	
1.01074	126.693	
1.01807	128.61	
1.02539	131.187	
1.03272	133.642	
1.04004	134.364	
1.04736	132.463	
1.05469	129.063	
1.06201	125.48	
1.06934	122.186	
1.07666	119.171	
1.08399	116.316	
1.09131	113.686	
1.09863	111.768	
