f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	25.6287	
0.109863	28.0447	
0.117188	30.5194	
0.124512	33.0143	
0.131836	35.4681	
0.13916	37.7899	
0.146485	39.8624	
0.153809	41.5609	
0.161133	42.7849	
0.168457	43.4915	
0.175781	43.7134	
0.183106	43.5472	
0.19043	43.1196	
0.197754	42.5519	
0.205078	41.938	
0.212403	41.3385	
0.219727	40.7851	
0.227051	40.2905	
0.234375	39.8595	
0.241699	39.498	
0.249024	39.2191	
0.256348	39.0425	
0.263672	38.9907	
0.270996	39.0815	
0.278321	39.3227	
0.285645	39.7095	
0.292969	40.2265	
0.300293	40.8513	
0.307617	41.5583	
0.314942	42.3214	
0.322266	43.1169	
0.32959	43.9249	
0.336914	44.7321	
0.344239	45.5334	
0.351563	46.3326	
0.358887	47.142	
0.366211	47.9799	
0.373536	48.868	
0.38086	49.8287	
0.388184	50.8824	
0.395508	52.0476	
0.402832	53.3391	
0.410157	54.7674	
0.417481	56.3349	
0.424805	58.0321	
0.432129	59.8336	
0.439454	61.6985	
0.446778	63.5759	
0.454102	65.4131	
0.461426	67.165	
0.46875	68.7961	
0.476075	70.2778	
0.483399	71.5811	
0.490723	72.6744	
0.498047	73.5308	
0.505372	74.1421	
0.512696	74.5291	
0.52002	74.739	
0.527344	74.8273	
0.534669	74.8309	
0.541993	74.7413	
0.549317	74.4936	
0.556641	74.0067	
0.563965	73.2749	
0.57129	72.4077	
0.578614	71.5504	
0.585938	70.7924	
0.593262	70.159	
0.600587	69.6465	
0.607911	69.2513	
0.615235	68.9796	
0.622559	68.8444	
0.629883	68.8584	
0.637208	69.028	
0.644532	69.3509	
0.651856	69.8184	
0.65918	70.4182	
0.666505	71.1376	
0.673829	71.9639	
0.681153	72.884	
0.688477	73.8837	
0.695801	74.9491	
0.703126	76.07	
0.71045	77.2426	
0.717774	78.4702	
0.725098	79.7596	
0.732423	81.112	
0.739747	82.5107	
0.747071	83.9083	
0.754395	85.2283	
0.76172	86.3912	
0.769044	87.3547	
0.776368	88.1315	
0.783692	88.7687	
0.791016	89.3124	
0.798341	89.7877	
0.805665	90.2001	
0.812989	90.5489	
0.820313	90.8396	
0.827638	91.0877	
0.834962	91.3096	
0.842286	91.5065	
0.84961	91.6549	
0.856934	91.7117	
0.864259	91.6372	
0.871583	91.4247	
0.878907	91.1172	
0.886231	90.7989	
0.893556	90.5701	
0.90088	90.5204	
0.908204	90.7129	
0.915528	91.1778	
0.922852	91.9141	
0.930177	92.8928	
0.937501	94.063	
0.944825	95.3569	
0.952149	96.6935	
0.959474	97.9804	
0.966798	99.1178	
0.974122	100.016	
0.981446	100.634	
0.988771	101.012	
0.996095	101.279	
1.00342	101.601	
1.01074	102.129	
1.01807	102.97	
1.02539	104.192	
1.03272	105.837	
1.04004	107.942	
1.04736	110.53	
1.05469	113.591	
1.06201	117.006	
1.06934	120.382	
1.07666	122.921	
1.08399	123.882	
1.09131	123.539	
1.09863	122.615	
