f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	27.1469	
0.109863	29.5053	
0.117188	31.9487	
0.124512	34.4501	
0.131836	36.9476	
0.13916	39.3341	
0.146485	41.4628	
0.153809	43.1727	
0.161133	44.3354	
0.168457	44.9057	
0.175781	44.9427	
0.183106	44.5841	
0.19043	43.9918	
0.197754	43.307	
0.205078	42.6287	
0.212403	42.0135	
0.219727	41.4846	
0.227051	41.0444	
0.234375	40.687	
0.241699	40.4087	
0.249024	40.214	
0.256348	40.1176	
0.263672	40.1395	
0.270996	40.2983	
0.278321	40.604	
0.285645	41.0553	
0.292969	41.6396	
0.300293	42.3372	
0.307617	43.1239	
0.314942	43.9749	
0.322266	44.8664	
0.32959	45.7784	
0.336914	46.6967	
0.344239	47.6153	
0.351563	48.5376	
0.358887	49.4754	
0.366211	50.4473	
0.373536	51.4749	
0.38086	52.5789	
0.388184	53.7772	
0.395508	55.0832	
0.402832	56.5056	
0.410157	58.048	
0.417481	59.7074	
0.424805	61.4716	
0.432129	63.3175	
0.439454	65.211	
0.446778	67.1115	
0.454102	68.9778	
0.461426	70.7721	
0.46875	72.461	
0.476075	74.0103	
0.483399	75.3793	
0.490723	76.5214	
0.498047	77.3952	
0.505372	77.9834	
0.512696	78.3059	
0.52002	78.4151	
0.527344	78.3741	
0.534669	78.2256	
0.541993	77.9654	
0.549317	77.5362	
0.556641	76.8702	
0.563965	75.9713	
0.57129	74.9435	
0.578614	73.917	
0.585938	72.9725	
0.593262	72.1392	
0.600587	71.4263	
0.607911	70.8449	
0.615235	70.4128	
0.622559	70.1497	
0.629883	70.0693	
0.637208	70.1755	
0.644532	70.4614	
0.651856	70.9134	
0.65918	71.5163	
0.666505	72.2567	
0.673829	73.1242	
0.681153	74.1095	
0.688477	75.203	
0.695801	76.3943	
0.703126	77.6739	
0.71045	79.0365	
0.717774	80.483	
0.725098	82.0192	
0.732423	83.6493	
0.739747	85.3627	
0.747071	87.1192	
0.754395	88.8436	
0.76172	90.4477	
0.769044	91.8743	
0.776368	93.1244	
0.783692	94.2404	
0.791016	95.2648	
0.798341	96.2122	
0.805665	97.0674	
0.812989	97.804	
0.820313	98.4082	
0.827638	98.8931	
0.834962	99.2911	
0.842286	99.6262	
0.84961	99.8846	
0.856934	100.004	
0.864259	99.8995	
0.871583	99.5256	
0.878907	98.9258	
0.886231	98.2326	
0.893556	97.6139	
0.90088	97.2171	
0.908204	97.139	
0.915528	97.4218	
0.922852	98.059	
0.930177	99.0049	
0.937501	100.186	
0.944825	101.511	
0.952149	102.877	
0.959474	104.163	
0.966798	105.225	
0.974122	105.911	
0.981446	106.14	
0.988771	105.991	
0.996095	105.697	
1.00342	105.523	
1.01074	105.651	
1.01807	106.151	
1.02539	106.997	
1.03272	108.11	
1.04004	109.383	
1.04736	110.7	
1.05469	111.943	
1.06201	112.999	
1.06934	113.767	
1.07666	114.198	
1.08399	114.377	
1.09131	114.613	
1.09863	115.426	
