f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.102539	30.8286	
0.109863	33.1331	
0.117188	35.5971	
0.124512	38.2147	
0.131836	40.9264	
0.13916	43.6068	
0.146485	46.0683	
0.153809	48.0916	
0.161133	49.4915	
0.168457	50.1975	
0.175781	50.2892	
0.183106	49.9528	
0.19043	49.3973	
0.197754	48.7937	
0.205078	48.2548	
0.212403	47.8403	
0.219727	47.5704	
0.227051	47.4394	
0.234375	47.4278	
0.241699	47.5111	
0.249024	47.6683	
0.256348	47.888	
0.263672	48.1703	
0.270996	48.5225	
0.278321	48.9517	
0.285645	49.4577	
0.292969	50.0299	
0.300293	50.6497	
0.307617	51.2945	
0.314942	51.9432	
0.322266	52.5795	
0.32959	53.1957	
0.336914	53.7938	
0.344239	54.3867	
0.351563	54.9961	
0.358887	55.6494	
0.366211	56.3753	
0.373536	57.1988	
0.38086	58.1381	
0.388184	59.202	
0.395508	60.3904	
0.402832	61.6952	
0.410157	63.102	
0.417481	64.5916	
0.424805	66.1419	
0.432129	67.7308	
0.439454	69.3382	
0.446778	70.9474	
0.454102	72.5455	
0.461426	74.1196	
0.46875	75.6509	
0.476075	77.1081	
0.483399	78.4434	
0.490723	79.5967	
0.498047	80.5104	
0.505372	81.1504	
0.512696	81.5208	
0.52002	81.6646	
0.527344	81.6483	
0.534669	81.5425	
0.541993	81.4024	
0.549317	81.2517	
0.556641	81.0747	
0.563965	80.8305	
0.57129	80.4897	
0.578614	80.0583	
0.585938	79.5673	
0.593262	79.0531	
0.600587	78.5497	
0.607911	78.0899	
0.615235	77.7061	
0.622559	77.428	
0.629883	77.2791	
0.637208	77.2748	
0.644532	77.4225	
0.651856	77.7252	
0.65918	78.1851	
0.666505	78.8053	
0.673829	79.5882	
0.681153	80.5322	
0.688477	81.6278	
0.695801	82.8571	
0.703126	84.1955	
0.71045	85.6173	
0.717774	87.1014	
0.725098	88.634	
0.732423	90.2062	
0.739747	91.8038	
0.747071	93.3927	
0.754395	94.9112	
0.76172	96.2872	
0.769044	97.4791	
0.776368	98.5077	
0.783692	99.4451	
0.791016	100.375	
0.798341	101.357	
0.805665	102.411	
0.812989	103.518	
0.820313	104.643	
0.827638	105.758	
0.834962	106.876	
0.842286	108.057	
0.84961	109.385	
0.856934	110.932	
0.864259	112.694	
0.871583	114.521	
0.878907	116.033	
0.886231	116.695	
0.893556	116.179	
0.90088	114.717	
0.908204	112.883	
0.915528	111.175	
0.922852	109.876	
0.930177	109.113	
0.937501	108.932	
0.944825	109.344	
0.952149	110.342	
0.959474	111.895	
0.966798	113.927	
0.974122	116.259	
0.981446	118.573	
0.988771	120.473	
0.996095	121.704	
1.00342	122.32	
1.01074	122.534	
1.01807	122.506	
1.02539	122.286	
1.03272	121.891	
1.04004	121.368	
1.04736	120.803	
1.05469	120.304	
1.06201	119.998	
1.06934	120.037	
1.07666	120.572	
1.08399	121.56	
1.09131	122.031	
1.09863	119.747	
