0.00000000	-19.01916220
0.00732601	-20.68430872
0.01465201	-20.21322018
0.02197802	-20.75378453
0.02930403	-24.49499470
0.03663004	-22.56324557
0.04395604	-20.10407212
0.05128205	-14.43692290
0.05860806	-16.33349935
0.06593407	-19.64101114
0.07326007	-12.29058364
0.08058608	-13.89071172
0.08791209	-19.63906578
0.09523810	-9.16906918
0.10256410	-8.27626931
0.10989011	-14.86795128
0.11721612	-8.37879524
0.12454213	-5.52753259
0.13186813	-8.30341124
0.13919414	-8.76465451
0.14652015	-5.47800661
0.15384616	-6.55161974
0.16117216	-7.09802430
0.16849817	-3.45798008
0.17582418	-3.34012227
0.18315018	-5.56730707
0.19047619	-3.45140932
0.19780220	-1.89680880
0.20512821	-3.31034744
0.21245421	-3.77179183
0.21978022	-1.85141913
0.22710623	-1.37832762
0.23443224	-1.58422886
0.24175824	-1.21247549
0.24908425	-0.71595354
0.25641026	-1.08945311
0.26373627	-1.77642427
0.27106227	-1.18304104
0.27838828	-0.81784867
0.28571429	-1.10521031
0.29304030	-0.69876363
0.30036630	-0.06755355
0.30769231	-0.50588127
0.31501832	-1.37000923
0.32234433	-0.85690994
0.32967033	-0.51405803
0.33699634	-1.05484268
0.34432235	-0.68953971
0.35164835	0.00000000
0.35897436	-0.27918396
0.36630037	-0.70834760
0.37362638	-0.87345426
0.38095238	-1.06683304
0.38827839	-0.69293464
0.39560440	-0.34808360
0.40293041	-0.41746673
0.41025641	-0.43201214
0.41758242	-0.65216817
0.42490843	-1.09984586
0.43223444	-1.34928940
0.43956044	-1.44426325
0.44688645	-1.20210877
0.45421246	-0.72555179
0.46153847	-0.72657263
0.46886447	-1.02147722
0.47619048	-1.23555142
0.48351649	-1.46904026
0.49084250	-1.47117197
0.49816850	-1.53284898
0.50549451	-1.11550539
0.51282052	-0.64813213
0.52014652	-1.14736325
0.52747253	-1.49516983
0.53479854	-1.62405259
0.54212455	-1.74034297
0.54945055	-2.21948199
0.55677656	-3.54390444
0.56410257	-2.36433045
0.57142858	-1.09212307
0.57875458	-1.49571970
0.58608059	-1.71003522
0.59340660	-1.42231517
0.60073261	-1.50930693
0.60805861	-1.36140533
0.61538462	-0.98804305
0.62271063	-1.31357816
0.63003664	-1.38528732
0.63736264	-1.27021764
0.64468865	-1.79403080
0.65201466	-1.68487813
0.65934067	-1.67756339
0.66666667	-1.87314639
0.67399268	-1.76669234
0.68131869	-2.14738196
0.68864469	-2.27361547
0.69597070	-2.44877693
0.70329671	-2.83340345
