f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.234375	15.7348	
0.292969	16.1867	
0.351563	17.3678	
0.410157	19.2558	
0.46875	21.7166	
0.527344	24.3682	
0.585938	26.8068	
0.644532	29.3988	
0.703126	32.924	
0.76172	37.3893	
0.820313	41.4897	
0.878907	43.1781	
0.937501	42.3637	
0.996095	41.0417	
1.05469	40.8224	
