f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.0585938	-20.009	
0.117188	-7.47526	
0.175781	-2.04088	
0.234375	-0.282309	
0.292969	-0.00852968	
0.351563	-0.0603486	
0.410157	-0.100431	
0.46875	-0.135848	
0.527344	-0.152656	
0.585938	-0.0967992	
0.644532	-0.00468465	
0.703126	0.0362766	
0.76172	0.0198459	
0.820313	-0.023615	
0.878907	-0.145276	
0.937501	-0.333543	
0.996095	-0.347646	
1.05469	-0.182134	
1.11328	-0.508531	
1.17188	-1.45611	
1.23047	-2.12366	
1.28906	-4.05343	
1.34766	-6.31835	
1.40625	-0.972743	
1.46485	9.95	
