f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-33.0686	
0.0585938	-18.6817	
0.117188	-6.88177	
0.175781	-1.83389	
0.234375	-0.208422	
0.292969	0.0450115	
0.351563	-0.00190375	
0.410157	-0.0398636	
0.46875	-0.0762638	
0.527344	-0.0961485	
0.585938	-0.0467928	
0.644532	0.0384379	
0.703126	0.0760044	
0.76172	0.0556475	
0.820313	0.000945872	
0.878907	-0.133596	
0.937501	-0.317941	
0.996095	-0.303828	
1.05469	-0.108745	
1.11328	-0.474512	
1.17188	-1.66943	
1.23047	-2.83886	
1.28906	-4.70332	
1.34766	-6.45324	
1.40625	-5.52746	
1.46485	-4.97058	
