f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.540751	
0.0585938	0.873998	
0.117188	1.05156	
0.175781	1.10426	
0.234375	1.10005	
0.292969	1.07264	
0.351563	1.03929	
0.410157	1.00731	
0.46875	0.985644	
0.527344	0.988303	
0.585938	1.02202	
0.644532	1.07371	
0.703126	1.1118	
0.76172	1.09538	
0.820313	0.983916	
0.878907	0.765164	
0.937501	0.506453	
0.996095	0.348986	
1.05469	0.433435	
1.11328	0.833571	
1.17188	1.47988	
1.23047	2.24363	
1.28906	2.20812	
1.34766	0.527451	
1.40625	2.84434	
1.46485	9.28172	
