f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.359934	
0.0585938	0.179662	
0.117188	0.499494	
0.175781	0.631229	
0.234375	0.668106	
0.292969	0.65225	
0.351563	0.607281	
0.410157	0.551825	
0.46875	0.512536	
0.527344	0.51846	
0.585938	0.576669	
0.644532	0.65896	
0.703126	0.715336	
0.76172	0.697912	
0.820313	0.578764	
0.878907	0.372515	
0.937501	0.157396	
0.996095	0.0241869	
1.05469	-0.0295582	
1.11328	-0.24194	
1.17188	-1.21359	
1.23047	-3.11742	
1.28906	-3.50517	
1.34766	0.459103	
1.40625	0.342347	
1.46485	-12.2347	
