f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0.0585938	-24.8125	
0.117188	-9.7446	
0.175781	-2.90795	
0.234375	-0.655432	
0.292969	-0.299913	
0.351563	-0.36318	
0.410157	-0.415967	
0.46875	-0.475376	
0.527344	-0.52772	
0.585938	-0.498784	
0.644532	-0.422846	
0.703126	-0.397405	
0.76172	-0.420002	
0.820313	-0.45095	
0.878907	-0.563464	
0.937501	-0.738431	
0.996095	-0.629361	
1.05469	-0.198063	
1.11328	-0.346115	
1.17188	-1.29336	
1.23047	-1.92091	
1.28906	-4.15271	
1.34766	-6.57374	
1.40625	1.90602	
1.46485	15.7792	
