f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.798658	
0.0585938	0.84265	
0.117188	0.916803	
0.175781	0.947645	
0.234375	0.933976	
0.292969	0.896047	
0.351563	0.84614	
0.410157	0.789739	
0.46875	0.737885	
0.527344	0.708595	
0.585938	0.710186	
0.644532	0.728056	
0.703126	0.729036	
0.76172	0.670652	
0.820313	0.506969	
0.878907	0.217472	
0.937501	-0.129559	
0.996095	-0.381817	
1.05469	-0.394307	
1.11328	-0.0683705	
1.17188	0.581181	
1.23047	1.40577	
1.28906	2.45478	
1.34766	6.57244	
1.40625	15.4955	
1.46485	4.99802	
