f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.182631	
0.0585938	0.386242	
0.117188	0.710541	
0.175781	0.836977	
0.234375	0.867765	
0.292969	0.84695	
0.351563	0.798799	
0.410157	0.741008	
0.46875	0.697798	
0.527344	0.696581	
0.585938	0.745664	
0.644532	0.819547	
0.703126	0.868351	
0.76172	0.840172	
0.820313	0.704263	
0.878907	0.484729	
0.937501	0.288827	
0.996095	0.249579	
1.05469	0.417376	
1.11328	0.597915	
1.17188	0.0567546	
1.23047	-2.19524	
1.28906	-5.44519	
1.34766	-8.27366	
1.40625	-12.5051	
1.46485	-11.9996	
