f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-32.9433	
0.0585938	-18.477	
0.117188	-6.5764	
0.175781	-1.48959	
0.234375	0.129522	
0.292969	0.360012	
0.351563	0.289807	
0.410157	0.233309	
0.46875	0.18194	
0.527344	0.145879	
0.585938	0.173371	
0.644532	0.23019	
0.703126	0.234948	
0.76172	0.179496	
0.820313	0.0888832	
0.878907	-0.0831525	
0.937501	-0.321814	
0.996095	-0.39768	
1.05469	-0.266279	
1.11328	-0.405378	
1.17188	-0.545741	
1.23047	1.14444	
1.28906	4.10395	
1.34766	8.55939	
1.40625	15.5629	
1.46485	5.79633	
