f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.946507	
0.0585938	0.875472	
0.117188	0.951419	
0.175781	1.01652	
0.234375	1.03238	
0.292969	1.0168	
0.351563	0.98037	
0.410157	0.926303	
0.46875	0.868518	
0.527344	0.833595	
0.585938	0.836304	
0.644532	0.860037	
0.703126	0.864971	
0.76172	0.808327	
0.820313	0.662104	
0.878907	0.445936	
0.937501	0.260552	
0.996095	0.209496	
1.05469	0.238441	
1.11328	0.0458693	
1.17188	-0.920003	
1.23047	-3.28147	
1.28906	-6.42995	
1.34766	-9.60845	
1.40625	-15.3351	
1.46485	-19.3286	
