f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.77168	
0.0585938	1.83456	
0.117188	1.8826	
0.175781	1.8812	
0.234375	1.84272	
0.292969	1.78653	
0.351563	1.72251	
0.410157	1.65347	
0.46875	1.5884	
0.527344	1.54572	
0.585938	1.53629	
0.644532	1.54701	
0.703126	1.54239	
0.76172	1.47626	
0.820313	1.3057	
0.878907	1.02374	
0.937501	0.700429	
0.996095	0.435716	
1.05469	0.253121	
1.11328	0.0789944	
1.17188	-0.215006	
1.23047	-0.621542	
1.28906	-0.701887	
1.34766	-0.913714	
1.40625	0.00881609	
1.46485	2.74204	
