f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	11.6278	
0.0585938	20.1599	
0.117188	25.3657	
0.175781	29.7893	
0.234375	35.7049	
0.292969	43.1856	
0.351563	51.7392	
0.410157	60.6567	
0.46875	69.5819	
0.527344	79.1577	
0.585938	90.6668	
0.644532	104.924	
0.703126	120.342	
0.76172	128.742	
0.820313	125.53	
0.878907	120.422	
0.937501	118.662	
0.996095	120.785	
1.05469	126.798	
1.11328	137.753	
1.17188	156.586	
1.23047	191.238	
1.28906	275.149	
1.34766	198.993	
1.40625	183.075	
1.46485	181.905	
