f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	12.9294	
0.0585938	23.169	
0.117188	29.8545	
0.175781	34.7544	
0.234375	40.4773	
0.292969	47.1842	
0.351563	54.4795	
0.410157	61.9086	
0.46875	69.2141	
0.527344	76.4038	
0.585938	83.6256	
0.644532	91.1199	
0.703126	99.2626	
0.76172	108.395	
0.820313	118.332	
0.878907	128.021	
0.937501	136.344	
0.996095	143.236	
1.05469	149.495	
1.11328	156.351	
1.17188	164.488	
1.23047	172.865	
1.28906	180.449	
1.34766	187.695	
1.40625	194.957	
1.46485	203.158	
