f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	10.9445	
0.0585938	19.8722	
0.117188	25.3349	
0.175781	29.7934	
0.234375	35.615	
0.292969	42.8854	
0.351563	51.1674	
0.410157	59.9222	
0.46875	68.9769	
0.527344	78.9383	
0.585938	90.9143	
0.644532	105.711	
0.703126	121.809	
0.76172	129.953	
0.820313	125.517	
0.878907	119.954	
0.937501	118.229	
0.996095	120.486	
1.05469	126.621	
1.11328	137.713	
1.17188	156.837	
1.23047	192.906	
1.28906	261.826	
1.34766	194.735	
1.40625	181.267	
1.46485	183.509	
