f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	21.2204	
0.0585938	29.4289	
0.117188	34.1451	
0.175781	37.8056	
0.234375	42.4958	
0.292969	48.2625	
0.351563	54.8501	
0.410157	62.0233	
0.46875	69.5815	
0.527344	77.2904	
0.585938	84.8964	
0.644532	92.3438	
0.703126	99.9473	
0.76172	108.178	
0.820313	117.16	
0.878907	126.386	
0.937501	135.235	
0.996095	143.76	
1.05469	152.651	
1.11328	162.827	
1.17188	174.215	
1.23047	184.45	
1.28906	192.083	
1.34766	198.036	
1.40625	203.505	
1.46485	211.539	
