f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	17.081	
0.0585938	25.6415	
0.117188	30.939	
0.175781	35.1888	
0.234375	40.5134	
0.292969	46.9866	
0.351563	54.311	
0.410157	62.1276	
0.46875	70.0916	
0.527344	77.9347	
0.585938	85.4836	
0.644532	92.7157	
0.703126	99.8929	
0.76172	107.477	
0.820313	115.628	
0.878907	123.788	
0.937501	131.362	
0.996095	138.684	
1.05469	146.457	
1.11328	155.091	
1.17188	164.432	
1.23047	172.617	
1.28906	177.709	
1.34766	180.857	
1.40625	182.018	
1.46485	178.942	
