f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	13.7065	
0.0585938	21.8955	
0.117188	26.9124	
0.175781	31.1817	
0.234375	36.7843	
0.292969	43.7152	
0.351563	51.4324	
0.410157	59.1986	
0.46875	66.5901	
0.527344	73.9469	
0.585938	81.9411	
0.644532	90.9155	
0.703126	100.92	
0.76172	111.904	
0.820313	122.866	
0.878907	130.851	
0.937501	134.909	
0.996095	138.305	
1.05469	143.434	
1.11328	151.337	
1.17188	162.766	
1.23047	176.219	
1.28906	187.89	
1.34766	197.721	
1.40625	205.894	
1.46485	204.836	
