f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	22.7813	
0.0585938	30.7497	
0.117188	35.6737	
0.175781	39.7873	
0.234375	44.9927	
0.292969	51.2982	
0.351563	58.3979	
0.410157	65.9413	
0.46875	73.5806	
0.527344	81.0714	
0.585938	88.413	
0.644532	95.909	
0.703126	104.081	
0.76172	113.411	
0.820313	123.939	
0.878907	135.066	
0.937501	146.069	
0.996095	156.659	
1.05469	166.831	
1.11328	176.811	
1.17188	185.355	
1.23047	189.938	
1.28906	192.867	
1.34766	195.886	
1.40625	197.386	
1.46485	196.81	
