f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	11.2141	
0.0585938	20.8877	
0.117188	26.9655	
0.175781	31.5125	
0.234375	37.0173	
0.292969	43.6089	
0.351563	50.9287	
0.410157	58.5678	
0.46875	66.3099	
0.527344	74.2577	
0.585938	82.6792	
0.644532	91.8156	
0.703126	101.876	
0.76172	112.806	
0.820313	123.232	
0.878907	130.257	
0.937501	133.853	
0.996095	137.467	
1.05469	143.416	
1.11328	152.675	
1.17188	165.703	
1.23047	181.75	
1.28906	197.834	
1.34766	207.97	
1.40625	204.367	
1.46485	191.288	
