f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	22.2428	
0.0585938	29.7387	
0.117188	33.9311	
0.175781	37.3477	
0.234375	41.9718	
0.292969	47.9054	
0.351563	54.8836	
0.410157	62.4942	
0.46875	70.2854	
0.527344	77.9763	
0.585938	85.5302	
0.644532	93.0475	
0.703126	100.777	
0.76172	109.158	
0.820313	118.467	
0.878907	128.183	
0.937501	137.201	
0.996095	145.25	
1.05469	153.215	
1.11328	162.327	
1.17188	172.994	
1.23047	182.628	
1.28906	189.478	
1.34766	197.616	
1.40625	211.704	
1.46485	241.862	
