f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	22.6734	
0.0585938	30.4711	
0.117188	35.138	
0.175781	38.9892	
0.234375	43.9184	
0.292969	49.9364	
0.351563	56.7618	
0.410157	64.1125	
0.46875	71.736	
0.527344	79.3974	
0.585938	86.9323	
0.644532	94.4125	
0.703126	102.211	
0.76172	110.752	
0.820313	120.088	
0.878907	129.749	
0.937501	139.289	
0.996095	148.824	
1.05469	158.905	
1.11328	170.239	
1.17188	182.092	
1.23047	191.254	
1.28906	197.273	
1.34766	201.186	
1.40625	202.998	
1.46485	204.76	
