f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	14.9439	
0.0585938	23.4937	
0.117188	28.6958	
0.175781	32.9256	
0.234375	38.3678	
0.292969	45.0677	
0.351563	52.5904	
0.410157	60.3387	
0.46875	67.8544	
0.527344	75.1349	
0.585938	82.4727	
0.644532	90.1034	
0.703126	98.2524	
0.76172	107.222	
0.820313	116.849	
0.878907	125.858	
0.937501	133.23	
0.996095	139.909	
1.05469	146.962	
1.11328	154.392	
1.17188	161.666	
1.23047	167.323	
1.28906	171.42	
1.34766	176.761	
1.40625	184.809	
1.46485	196.748	
