f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	14.1592	
0.0585938	24.0592	
0.117188	30.472	
0.175781	35.2139	
0.234375	40.7668	
0.292969	47.3215	
0.351563	54.6486	
0.410157	62.4918	
0.46875	70.5811	
0.527344	78.5607	
0.585938	86.0977	
0.644532	93.225	
0.703126	100.433	
0.76172	108.23	
0.820313	116.555	
0.878907	124.733	
0.937501	132.441	
0.996095	140.202	
1.05469	148.603	
1.11328	157.808	
1.17188	167.04	
1.23047	174.511	
1.28906	180.487	
1.34766	188.362	
1.40625	201.68	
1.46485	212.818	
