f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	0.948738	
0.0585938	2.03428	
0.117188	2.46397	
0.175781	2.51334	
0.234375	2.46807	
0.292969	2.42634	
0.351563	2.41917	
0.410157	2.43509	
0.46875	2.44722	
0.527344	2.44115	
0.585938	2.42094	
0.644532	2.39436	
0.703126	2.35927	
0.76172	2.29809	
0.820313	2.17822	
0.878907	1.9774	
0.937501	1.72628	
0.996095	1.46587	
1.05469	1.11218	
1.11328	0.364242	
1.17188	-1.24819	
1.23047	-4.1892	
1.28906	-7.91031	
1.34766	-11.4595	
1.40625	-13.7459	
1.46485	-11.6465	
