f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	1.90722	
0.0585938	2.37041	
0.117188	2.46624	
0.175781	2.38586	
0.234375	2.29428	
0.292969	2.24667	
0.351563	2.24644	
0.410157	2.26681	
0.46875	2.28149	
0.527344	2.28652	
0.585938	2.29177	
0.644532	2.30017	
0.703126	2.303	
0.76172	2.28616	
0.820313	2.23333	
0.878907	2.13952	
0.937501	2.02218	
0.996095	1.84017	
1.05469	1.39851	
1.11328	0.505205	
1.17188	-0.699379	
1.23047	-2.04737	
1.28906	-3.26244	
1.34766	-4.1746	
1.40625	-3.75185	
1.46485	2.25888	
