f (THz) - Absorption	Absorption Coefficient (1/cm) - Absorption	
0	-0.37263	
0.0585938	0.494491	
0.117188	0.939445	
0.175781	1.08384	
0.234375	1.11532	
0.292969	1.11427	
0.351563	1.1197	
0.410157	1.1389	
0.46875	1.16049	
0.527344	1.17157	
0.585938	1.16724	
0.644532	1.15013	
0.703126	1.12627	
0.76172	1.09826	
0.820313	1.05666	
0.878907	0.985902	
0.937501	0.895484	
0.996095	0.834907	
1.05469	0.849605	
1.11328	0.894751	
1.17188	0.714617	
1.23047	-0.285639	
1.28906	-2.49553	
1.34766	-4.06152	
1.40625	-6.9946	
1.46485	-12.0759	
